brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,car_age,premium_car,brand_count,is_luxury,price_category
Genesis,G70 3.3T,2022,"12,000 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,41000,4,True,20,False,Mid-Range
Lexus,LX 570 Three-Row,2021,"14,206 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,98000,5,True,163,True,Premium
Jeep,Grand Cherokee L Limited,2022,"31,700 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,43500,4,True,143,False,Premium
Hyundai,IONIQ Plug-In Hybrid SEL,2022,"13,044 mi.",Plug-In Hybrid,139.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,24999,4,False,72,False,Mid-Range
Kia,Sportage LX,2009,"100,730 mi.",Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,6975,17,False,76,False,Budget
BMW,X5 PHEV xDrive45e,2023,"5,338 mi.",Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,White,None reported,Yes,76500,3,True,375,True,Premium
Ford,Expedition EL XLT,2014,"85,149 mi.",Gasoline,5.4 Liter,Automatic,Oxford White,Camel Leather,None reported,Yes,23598,12,False,386,False,Mid-Range
BMW,X6 M Base,2018,"48,291 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,67250,8,True,375,True,Premium
Volkswagen,Eurovan MV,2001,"111,887 mi.",Gasoline,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,14000,25,False,59,False,Budget
Rolls-Royce,Ghost Base,2010,"79,000 mi.",Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,69000,16,True,11,False,Premium
Lincoln,Navigator Reserve,2016,"125,000 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,26500,10,False,52,False,Mid-Range
Mercedes-Benz,GLA 250 Base 4MATIC,2022,"13,777 mi.",Gasoline,221.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,39777,4,True,315,True,Mid-Range
RAM,1500 Big Horn,2022,"14,920 mi.",Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Black,None reported,Yes,41741,4,True,91,False,Mid-Range
Jeep,Grand Cherokee L Summit,2022,"14,627 mi.",Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Tupelo,None reported,Yes,56740,4,True,143,False,Premium
Volvo,S80 3.2,2010,"90,050 mi.",Gasoline,235.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Brown,Beige,None reported,Yes,5800,16,False,38,False,Budget
Subaru,BRZ Premium,2014,"45,000 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,25000,12,False,64,False,Mid-Range
Chevrolet,Corvette Base,1998,"7,666 mi.",Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,None reported,Yes,39500,28,True,292,False,Mid-Range
Hummer,H2 SUT,2006,"89,900 mi.",Gasoline,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Beige,None reported,Yes,29994,20,False,16,False,Mid-Range
Audi,RS 7 4.0T,2021,"14,724 mi.",Hybrid,4.0 Liter TFSI,Automatic,Glacier White,Black/Red,None reported,Yes,101998,5,True,200,True,Premium
Ford,Edge Sport,2011,"132,000 mi.",Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,10999,15,False,386,False,Budget
GMC,Terrain SLT,2010,"32,652 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Brown,None reported,Yes,6500,16,False,91,False,Budget
Land,Rover Range Rover 5.0L Supercharged Autobiography LWB,2018,"36,632 mi.",Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Blue,None reported,Yes,72567,8,True,130,True,Premium
Jeep,Grand Cherokee WK Laredo X,2022,"11,164 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,37500,4,True,143,False,Mid-Range
BMW,M4 Base,2020,"22,655 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,63999,6,True,375,True,Premium
Mercedes-Benz,AMG GT 63 S 4-Door,2019,"9,500 mi.",Gasoline,630.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,135000,7,True,315,True,Premium
Chevrolet,Camaro 1LT,2021,"10,300 mi.",Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,29900,5,False,292,False,Mid-Range
BMW,X6 M Base,2018,"48,000 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,54000,8,True,375,True,Premium
Mercedes-Benz,CLK-Class 550,2007,"138,000 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,10000,19,False,315,True,Budget
RAM,1500 TRX,2022,"24,058 mi.",Gasoline,"HEMI 6.2L V-8 intercooled supercharger, premium unleaded, engine","Automatic, 8-Spd",Flame Red Clearcoat,BLACK,None reported,Yes,81900,4,True,91,False,Premium
Audi,RS 7 4.0T Prestige,2016,"31,500 mi.",Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,67000,10,True,200,True,Premium
Porsche,Macan S,2020,"19,701 mi.",Gasoline,3.0 Liter,Automatic,–,–,None reported,Yes,55998,6,True,201,True,Premium
Genesis,GV70 3.5T Sport,2022,"10,200 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,50500,4,True,20,False,Premium
Aston,Martin V8 Vantage Base,2008,"62,378 mi.",Gasoline,380.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,M/T,Red,Beige,At least 1 accident or damage reported,Yes,33995,18,True,9,False,Mid-Range
Nissan,350Z Touring,2006,"84,200 mi.",Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,10200,20,False,116,False,Budget
Toyota,Sequoia SR5,2013,"138,700 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,18800,13,False,199,False,Budget
Chevrolet,Tahoe Premier,2021,"41,050 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Gray,None reported,Yes,62900,5,True,292,False,Premium
Jeep,Compass Limited,2020,"39,192 mi.",Gasoline,2.4L I4 16V MPFI SOHC,9-Speed Automatic,White Clearcoat,Black,None reported,Yes,24590,6,False,143,False,Mid-Range
BMW,430 430i,2022,"7,758 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,Yes,47998,4,True,375,True,Premium
Ford,Bronco Sport Outer Banks,2021,"31,654 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Rapid Red Metallic Tinted Clearcoat,Navy Pier,None reported,Yes,33410,5,True,386,False,Mid-Range
Mercedes-Benz,AMG C 63 Base,2017,"63,000 mi.",Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,42000,9,True,315,True,Mid-Range
Volvo,S40 T5,2005,"257,700 mi.",Gasoline,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Beige,None reported,Yes,3550,21,False,38,False,Budget
Mercedes-Benz,GLE 350 Base 4MATIC,2017,"57,000 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,29500,9,False,315,True,Mid-Range
Chevrolet,Silverado 1500 1LT,2017,"89,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,29999,9,False,292,False,Mid-Range
Chevrolet,Tahoe LTZ,2015,"134,500 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,28000,11,False,292,False,Mid-Range
Acura,MDX Technology,2022,"15,895 mi.",Gasoline,3.5L V6 24V GDI SOHC,10-Speed Automatic,Majestic Black Pearl,Parchment,None reported,Yes,47950,4,True,64,False,Premium
Bentley,Bentayga Speed,2020,"15,109 mi.",Gasoline,6.0L W12 48V PDI DOHC Twin Turbo,8-Speed Automatic,Ice,Beluga Hide,None reported,Yes,162950,6,True,33,False,Premium
Rolls-Royce,Cullinan,2022,398 mi.,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,Silver,Charles Blue,None reported,Yes,695000,4,True,11,False,Premium
Genesis,GV70 2.5T,2022,"20,319 mi.",Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,44249,4,True,20,False,Premium
Pontiac,Firebird Base,1999,"158,000 mi.",Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,2500,27,False,15,False,Budget
Lexus,GX 460 Base,2021,"40,906 mi.",Gasoline,4.6 Liter,Automatic,Black,Black,None reported,Yes,51998,5,True,163,True,Premium
BMW,ALPINA B7 ALPINA B7 xDrive,2020,"33,749 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,Blue,Red,None reported,Yes,85998,6,True,375,True,Premium
BMW,M4 Competition xDrive,2023,"1,120 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,92900,3,True,375,True,Premium
Jeep,Grand Cherokee L Limited,2021,"26,088 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Silver Zynith,Global Black,None reported,Yes,38383,5,True,143,False,Mid-Range
Kia,Forte GT-Line,2022,"14,950 mi.",Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,24000,4,False,76,False,Mid-Range
Kia,Forte LX,2018,"47,466 mi.",Gasoline,"2L I-4 DOHC, D-CVVT variable valve control, engine with 147HP",Automatic,Silky Silver,Black,None reported,Yes,14699,8,False,76,False,Budget
BMW,X6 M Base,2022,"10,376 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Ametrin Metallic,Black,None reported,Yes,98900,4,True,375,True,Premium
RAM,ProMaster 3500 High Roof,2021,"18,500 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,41950,5,True,91,False,Mid-Range
Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,2021,"24,596 mi.",Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,Yes,38322,5,True,59,False,Mid-Range
Hyundai,Santa Fe SEL,2021,"2,905 mi.",Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Shimmering Silver,Black,None reported,Yes,27599,5,False,72,False,Mid-Range
Jaguar,XF 3.0 Portfolio,2015,"71,290 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,At least 1 accident or damage reported,Yes,21000,11,False,47,True,Budget
Audi,A7 55 Premium Plus,2022,"15,000 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,63000,4,True,200,True,Premium
INFINITI,QX30 Premium,2017,"37,900 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,22000,9,False,59,False,Mid-Range
Mercedes-Benz,AMG G 63 4MATIC,2022,"2,000 mi.",Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,244896,4,True,315,True,Premium
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,"32,500 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,43500,7,True,315,True,Premium
Mitsubishi,Lancer Evolution Base,2003,"61,491 mi.",Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,28000,23,False,20,False,Mid-Range
Jeep,Wrangler Unlimited Sport,2013,"77,634 mi.",Gasoline,3.6L V6 24V MPFI DOHC,5-Speed Automatic,Gecko Pearlcoat,Black,None reported,Yes,24590,13,False,143,False,Mid-Range
Audi,A3 2.0 TDI Premium Plus,2015,"83,000 mi.",Diesel,150.0HP 2.0L 4 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,18999,11,False,200,True,Budget
Volkswagen,Jetta GLX VR6,2002,"121,800 mi.",Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,4300,24,False,59,False,Budget
BMW,ALPINA B7 ALPINA B7 xDrive,2020,"65,852 mi.",Gasoline,4.4 Liter Twin Turbo,Automatic,Black,Mocha,None reported,Yes,68998,6,True,375,True,Premium
Bentley,Bentayga Azure First Edition,2023,"1,335 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Onyx,Portland,None reported,Yes,272950,3,True,33,False,Premium
Mercedes-Benz,CLA-Class CLA 250,2014,"83,315 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,None reported,Yes,15000,12,False,315,True,Budget
BMW,i8 Base,2019,"18,421 mi.",Plug-In Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,Black,Black,None reported,Yes,85000,7,True,375,True,Premium
Lexus,CT 200h Premium,2015,"101,000 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,At least 1 accident or damage reported,Yes,16500,11,False,163,True,Budget
Toyota,Tundra SR5,2022,"29,322 mi.",Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Gray,Black,None reported,Yes,44999,4,True,199,False,Premium
Mercedes-Benz,SLC 300 Base,2019,"23,900 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,35999,7,True,315,True,Mid-Range
Mercedes-Benz,AMG C AMG C 63 S,2016,"40,515 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,Black,At least 1 accident or damage reported,Yes,47999,10,True,315,True,Premium
Ford,F-150 XLT,2020,"67,516 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Gray,Medium Light Camel,None reported,Yes,36994,6,True,386,False,Mid-Range
Mazda,CX-9 Grand Touring,2010,"155,000 mi.",Gasoline,273.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,8300,16,False,64,False,Budget
Honda,Ridgeline RTL-E,2019,"26,998 mi.",Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Black,Black,None reported,Yes,35557,7,True,63,False,Mid-Range
Bentley,Bentayga Onyx Edition,2018,"18,500 mi.",Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,115000,8,True,33,False,Premium
MINI,Cooper S Clubman Base,2009,"137,600 mi.",Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gold,Black,None reported,Yes,6880,17,False,33,False,Budget
Nissan,Murano SL,2005,"125,500 mi.",Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,3950,21,False,116,False,Budget
Bentley,Bentayga V8,2019,"22,039 mi.",Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,113990,7,True,33,False,Premium
Nissan,Juke SV,2011,"137,483 mi.",Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Gray,None reported,Yes,3200,15,False,116,False,Budget
Ford,Expedition Max Limited,2019,"67,500 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,40500,7,True,386,False,Mid-Range
Ford,Expedition Max King Ranch,2020,"52,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,53722,6,True,386,False,Premium
Lamborghini,Murcielago Base,2006,"10,000 mi.",Gasoline,571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,259000,20,True,26,False,Premium
Chevrolet,Suburban LT,2017,"195,361 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,Black,At least 1 accident or damage reported,Yes,26000,9,False,292,False,Mid-Range
Bentley,Bentayga Onyx Edition,2018,"32,500 mi.",Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,103000,8,True,33,False,Premium
BMW,M760 i xDrive,2019,"14,806 mi.",Gasoline,601.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,81330,7,True,375,True,Premium
Genesis,GV70 2.5T,2022,"11,000 mi.",Gasoline,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,At least 1 accident or damage reported,Yes,48950,4,True,20,False,Premium
Chevrolet,Tahoe LT,2011,"92,530 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,At least 1 accident or damage reported,Yes,18500,15,False,292,False,Budget
Dodge,Durango GT,2017,"34,845 mi.",Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,30000,9,False,90,False,Mid-Range
Porsche,718 Cayman GTS,2018,"16,280 mi.",Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,85500,8,True,201,True,Premium
Porsche,Cayman Base,2011,"77,000 mi.",Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,32000,15,True,201,True,Mid-Range
Porsche,Panamera Turbo,2010,"63,000 mi.",Gasoline,500.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,38500,16,True,201,True,Mid-Range
Lexus,ES 350 Base,2016,"39,700 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,25500,10,False,163,True,Mid-Range
Kia,Optima Hybrid LX,2013,"103,111 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9200,13,False,76,False,Budget
Land,Rover Range Rover Velar R-Dynamic SE,2019,"75,897 mi.",Gasoline,2.0 Liter,Automatic,Black,Black,None reported,Yes,35998,7,True,130,True,Mid-Range
Jaguar,XF S,2017,"55,000 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,34000,9,True,47,True,Mid-Range
Lexus,GX 470 Base,2005,"114,000 mi.",Gasoline,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,13450,21,False,163,True,Budget
Mercedes-Benz,GL-Class GL 550,2011,"80,124 mi.",Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,17500,15,False,315,True,Budget
BMW,X6 M Base,2023,"7,000 mi.",Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,144900,3,True,375,True,Premium
RAM,1500 Longhorn,2023,"4,285 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,65688,3,True,91,False,Premium
Lamborghini,Huracan LP580-2S,2019,"17,175 mi.",Gasoline,5.2L V10 40V GDI DOHC,7-Speed Automatic with Auto-Shift,Rosso Mars Metallic,Nero Ade,None reported,Yes,234900,7,True,26,False,Premium
Toyota,Highlander Hybrid Limited Platinum,2017,"34,049 mi.",Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Shoreline Blue Pearl,Ash,None reported,Yes,37999,9,True,199,False,Mid-Range
Audi,e-tron Prestige,2019,"16,000 mi.",Gasoline,355.0HP Electric Motor Electric Fuel System,A/T,White,Beige,At least 1 accident or damage reported,Yes,39990,7,True,200,True,Mid-Range
GMC,Suburban 2500,1996,"95,000 mi.",Gasoline,290.0HP 7.4L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,25000,30,False,91,False,Mid-Range
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,"59,355 mi.",Gasoline,V8,Automatic,Santorini Black,Ebony / Pimento,None reported,Yes,72995,6,True,130,True,Premium
Chevrolet,Bolt EUV Premier,2022,"31,000 mi.",Gasoline,200.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,White,None reported,Yes,36000,4,True,292,False,Mid-Range
BMW,M240 i,2019,"19,300 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,36000,7,True,375,True,Mid-Range
Cadillac,Escalade EXT Base,2009,"155,000 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,16900,17,False,107,False,Budget
Scion,tC Release Series 6.0,2010,"120,010 mi.",Gasoline,161.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,6500,16,False,6,False,Budget
Kia,Optima EX,2012,"152,520 mi.",Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,10900,14,False,76,False,Budget
Honda,Civic EX,1993,"58,981 mi.",–,–,A/T,White,Beige,None reported,Yes,9599,33,False,63,False,Budget
Maserati,Quattroporte Base,2005,"32,000 mi.",Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,Yes,2954083,21,True,34,False,Premium
Porsche,Panamera Turbo,2015,"47,000 mi.",Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,50000,11,True,201,True,Premium
Genesis,G70 2.0T,2023,"2,046 mi.",Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,Yes,43499,3,True,20,False,Premium
Chevrolet,Trailblazer LS,2021,"24,965 mi.",Gasoline,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,Mosaic Black Metallic,Jet Black,At least 1 accident or damage reported,Yes,22995,5,False,292,False,Mid-Range
Toyota,Camry LE,2005,"108,000 mi.",Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Beige,Gray,None reported,Yes,7850,21,False,199,False,Budget
Toyota,Sienna LE,2015,"76,000 mi.",Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,18300,11,False,199,False,Budget
Porsche,911 Carrera S,2014,"30,000 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,78500,12,True,201,True,Premium
Volvo,V60 T6 R-Design Platinum,2015,"59,271 mi.",Gasoline,325.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,29900,11,False,38,False,Mid-Range
Lexus,LX 600 Premium,2023,"1,500 mi.",Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,119500,3,True,163,True,Premium
BMW,330e iPerformance,2017,"52,500 mi.",Plug-In Hybrid,247.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,Blue,Black,At least 1 accident or damage reported,Yes,24950,9,False,375,True,Mid-Range
